Category,Account Number,Account Name,Description
36Leieinntekt,3600,"Leieinntekt fast eiendom, avgiftspliktig","3600 - Leieinntekt fast eiendom, avgiftspliktigInntekter du mottar fra utleie (husleie, selskapslokaler etc.), fakturert med mva føres her.EksemplerUtleie av bolig eller lokaler."
36Leieinntekt,3605,Leieinntekt fast eiendom utenfor avgiftsområdet,3605 - Leieinntekt fast eiendom utenfor avgiftsområdet
36Leieinntekt,3610,Leieinntekt andre varige driftsmidler avgiftspliktig,"3610 - Leieinntekt andre varige driftsmidler avgiftspliktigInntekter fra utleie av varige driftsmidler. Eks. maskiner, inventar, kontormaskiner ol."
36Leieinntekt,3615,Leieinntekt andre varige driftsmidler avgiftsfri,3615 - Leieinntekt andre varige driftsmidler avgiftsfri
36Leieinntekt,3620,Annen leieinntekt,3620 - Annen leieinntektAnnen leieinntekt utenfor avgiftsområdet.Eksempler:Utleie i utlandet
36Leieinntekt,3690,"Opptjent, ikke fakturert leieinntekt","3690 - Opptjent, ikke fakturert leieinntekt"
37Provisjonsinntekt,3700,"Provisjonsinntekt, avgiftspliktig","3700 - Provisjonsinntekt, avgiftspliktigProvisjonsinntekter som er biinntekter for virksomheten. Hvis disse inntektene er hovedaktiviteten til virksomheten, så skal de bokføres som salgsinntekter i stedet."
37Provisjonsinntekt,3701,Provisjonsinntekt avgiftspliktig høy sats,3701 - Provisjonsinntekt avgiftspliktig høy satsDenne kontoen bokføres evt. provisjonsinntekter selskapet har fra sine samarbeidspartnere.
37Provisjonsinntekt,3705,"Provisjonsinntekt, avgiftsfri","3705 - Provisjonsinntekt, avgiftsfriDenne kontoen bokføres evt. provisjonsinntekter selskapet har fra sine samarbeidspartnere. Denne kontoen er som standard satt opp som avgiftsfri innenfor MVA-loven."
37Provisjonsinntekt,3710,"Provisjonsinntekt, utenfor avgiftsområdet","3710 - Provisjonsinntekt, utenfor avgiftsområdetDenne kontoen bokføres evt. provisjonsinntekter selskapet har fra sine samarbeidspartnere. Denne kontoen er som standard satt opp som avgiftsfri utenfor MVA-loven."
37Provisjonsinntekt,3790,"Opptjent, ikke fakturert provisjon","3790 - Opptjent, ikke fakturert provisjon"
38Gevinst ved avgang av anleggsmidler. Verdiendring,3800,"Salgssum anleggsmidler, avgiftspliktig","3800 - Salgssum anleggsmidler, avgiftspliktigBrukes ved gevinst i forbindelse med salg av balanseførte / aktiverte eiendeler.Gevinst ved salg oppstår når eiendelen selges til en høyere pris enn den regnskapsførte verdien."
38Gevinst ved avgang av anleggsmidler. Verdiendring,3805,"Salgssum anleggsmidler, avgiftsfri","3805 - Salgssum anleggsmidler, avgiftsfriBrukes ved gevinst i forbindelse med salg av balanseførte / aktiverte eiendeler. Gevinst ved salg oppstår når eiendelen selges til en høyere pris enn den regnskapsførte verdien. Denne kontoen er som standard satt opp som avgiftsfri innenfor MVA-loven."
38Gevinst ved avgang av anleggsmidler. Verdiendring,3807,"Salgssum anleggsmidler, utenfor avgiftsområdet","3807 - Salgssum anleggsmidler, utenfor avgiftsområdetBrukes ved gevinst i forbindelse med salg av balanseførte / aktiverte eiendeler. Gevinst ved salg oppstår når eiendelen selges til en høyere pris enn den regnskapsførte verdien. Denne kontoen er som standard satt opp som avgiftsfri utenfor MVA-loven."
38Gevinst ved avgang av anleggsmidler. Verdiendring,3809,"Motkonto, balanseverdi solgte anleggsmidler","3809 - Motkonto, balanseverdi solgte anleggsmidler"
38Gevinst ved avgang av anleggsmidler. Verdiendring,3850,Verdiendringer investeringseiendommer,3850 - Verdiendringer investeringseiendommer
38Gevinst ved avgang av anleggsmidler. Verdiendring,3870,Verdiendringer biologiske eiendeler,3870 - Verdiendringer biologiske eiendeler
39Annen driftsrelatert inntekt,3900,Annen driftsrelatert inntekt,"3900 - Annen driftsrelatert inntektAnnen driftsrelatert inntekt. Denne kontoen er også satt som standardkonto for periodisering av inntekt i Tripletex.Eksempler: Tips, fakturagebyr, stipender, betalt for mye."
39Annen driftsrelatert inntekt,3910,Porto pliktig ved salg,"3910 - Porto pliktig ved salgSalgsinntekt, hvis kunden faktureres for porto."
39Annen driftsrelatert inntekt,3950,Eksp.geb. fritt,"3950 - Eksp.geb. frittInntekt, mva-fritt gebyr."
39Annen driftsrelatert inntekt,3960,Porto fritt ved salg,"3960 - Porto fritt ved salgSalgsinntekt, hvis kunden faktureres for porto."
39Annen driftsrelatert inntekt,3990,Annen driftsrelatert inntekt skattefri,3990 - Annen driftsrelatert inntekt skattefriUvanlig å bruke denne kontoen.
40Forbruk av råvarer og innkjøpte halvfabrikata,4000,Innkjøp av råvarer og halvfabrikater,"4000 - Innkjøp av råvarer og halvfabrikaterInnkjøp av varer, råvarer og halvfabrikater som skal videreforedles.Varer du kjøper inn for å lage eller produsere en ferdigvare kan føres her."
40Forbruk av råvarer og innkjøpte halvfabrikata,4060,Frakt toll og spedisjon,"4060 - Frakt toll og spedisjonKostnader som frakt, toll og spedisjon ifbm. varekjøp.Eksempler:Fortollingsgebyrer, tollbehandlingsbegyrer, tollkostnader, innførsel"
40Forbruk av råvarer og innkjøpte halvfabrikata,4070,Innkjøpsprisreduksjon råvarer og halvfabrikata,4070 - Innkjøpsprisreduksjon råvarer og halvfabrikataInnkjøpsreduksjoner/rabatter på innkjøp. Det er bare nødvendig å føre på denne kontoen om bedriften ønsker å skille ut rabatter på egen konto.
40Forbruk av råvarer og innkjøpte halvfabrikata,4090,Beholdningsendring råvarer,4090 - Beholdningsendring råvarerEndring i varebeholdning etter varetelling. Motkontoen er 14xx.
41Forbruk av varer under tilvirkning,4100,Innkjøp av varer under tilvirkning,4100 - Innkjøp av varer under tilvirkningKostnad ved innkjøp av råvarer eller varer til produksjon.
41Forbruk av varer under tilvirkning,4160,"Frakt, toll og spedisjon","4160 - Frakt, toll og spedisjonKostnader knyttet til frakt, toll og spedisjon av innkjøpte varer."
41Forbruk av varer under tilvirkning,4170,Innkjøpsprisreduksjon,4170 - InnkjøpsprisreduksjonRabatter og prisreduksjoner på innkjøpte varer.
41Forbruk av varer under tilvirkning,4190,Beholdningsendring under arbeid,"4190 - Beholdningsendring under arbeidEndring i varebeholdning varer i arbeid etter varetelling. Motkontoen er 14xx.Varer i arbeid er de varene som allerede er levert hos kunde, men ikke fakturert. Om en elektriker monterer stikkontakter hos en kunde og disse ikke er fakturert kunden, så er de fortsatt en varebeholdning for bedriften."
42Innkjøp av ferdige varer,4200,"Innkjøp ferdig egentilvirkede varer, høy sats","4200 - Innkjøp ferdig egentilvirkede varer, høy satsKostnad ved innkjøp av ferdige varer med høy MVA-sats."
42Innkjøp av ferdige varer,4260,"Frakt , toll og spedisjon","4260 - Frakt , toll og spedisjonFrakt, toll og spedisjon knyttet til ferdigvarer."
42Innkjøp av ferdige varer,4270,"Innkjøpsprisreduskjon, avgiftspliktig","4270 - Innkjøpsprisreduskjon, avgiftspliktigPrisreduksjoner og rabatter på innkjøpte varer som er avgiftspliktige."
42Innkjøp av ferdige varer,4290,Beholdningsendring,4290 - BeholdningsendringBeholdningsendring for ferdige varer tilpasset regnskapsmessig lagerføring.
43Forbruk av innkjøpte varer for videresalg,4300,Innkjøp varer for videresalg høy avgiftssats,"4300 - Innkjøp varer for videresalg høy avgiftssatsInnkjøp av varer for videresalg med høy mva. Her kan du føre varekjøp for videresalg, det vil si varer som er ferdig tilvirkede. For eksempel en møbelbutikk som kjøper en sofa for videresalg."
43Forbruk av innkjøpte varer for videresalg,4301,"Innkjøp varer for videresalg, middels avgiftssats","4301 - Innkjøp varer for videresalg, middels avgiftssatsInnkjøp av varer for videresalg med middels mva. Her kan du føre varekjøp for videresalg, det vil si varer som er ferdig tilvirkede.Et eksempel kan være en kafé som kjøper kaffe som de selger videre uten å gjøre noe med kaffen."
43Forbruk av innkjøpte varer for videresalg,4360,Frakt toll og spedisjon,"4360 - Frakt toll og spedisjonUtgifter som påløper ved varekjøp (ferdig tilvirkede varer) kan føres på denne kontoen. Kontoen blir brukt hvis du ønsker å skille ut denne typen kostnad fra varekjøpet som man som regel bokfører påkonto 4300.Eksempler:Fortollingsgebyrer, tollbehandlingsbegyrer, tollkostnader, innførsel"
43Forbruk av innkjøpte varer for videresalg,4370,Innkjøpsprisreduksjon,4370 - Innkjøpsprisreduksjon
43Forbruk av innkjøpte varer for videresalg,4380,Grunnlag merverdiavgift ved innførsel,4380 - Grunnlag merverdiavgift ved innførsel
43Forbruk av innkjøpte varer for videresalg,4390,"Beholdningsendring, vidersalg","4390 - Beholdningsendring, vidersalgEndring i varebeholdning etter varetelling. Motkontoen er 14xx"
44Fri,4400,Innkjøp av varer for videresalg - utland,"4400 - Innkjøp av varer for videresalg - utlandKjøp av varer uten mva (eks. bruktbil) og varer fra utlandet uten mva kan føres her. Når du mottar varer fra utlandet skal det i utgangspunktet ikke inneholde mva. Mva kan bli viderefakturert fra speditør eller du mottar en tolldeklarasjon i Altinn.Opprett en egen 44xx konto for ulike kjøp uten mva. Vi anbefaler dette ved for eksempel kjøp av bruktbil.Tolldeklarasjonene kan du registerere i Tripletex, som beskrevet her."
44Fri,4470,"Utgående merverdiavgift, høy sats","4470 - Utgående merverdiavgift, høy satsMerverdiavgift som påløper ved salg av varer/tjenester med høy MVA-sats (25 %)."
45Fremmedytelse og underentreprise,4500,Fremmedytelser og underentrepriser,"4500 - Fremmedytelser og underentrepriserKostnader for innleid arbeidskraft hvor leverandøren fakturerer for tjenesten.Eksempler:Konsulenttimer, konsulentoppdrag, innleid arbeidskraft, innleie bemanning, innleie personale, rekrutteringsbistand, vikartjeneste, rekvisitør"
45Fremmedytelse og underentreprise,4520,"Under-entreprenører, opplysningspliktige","4520 - Under-entreprenører, opplysningspliktigeKostnader knyttet til underentreprenører som er opplysningspliktige ifølge skattemyndighetene."
45Fremmedytelse og underentreprise,4590,Beholdningsendring,4590 - BeholdningsendringBeholdningsendringer for varer knyttet til underleverandørkostnader.
45Fremmedytelse og underentreprise,4598,Motkonto for interne avvik,4598 - Motkonto for interne avvikBrukes som motkonto for å korrigere interne avvik i prosjektregnskap eller annet.
45Fremmedytelse og underentreprise,4599,Annen konto for avvik eller avrunding,4599 - Annen konto for avvik eller avrundingKonto for avrundingsdifferanser og mindre avvik.
50Lønn til ansatte,5000,Lønn til ansatte,"5000 - Lønn til ansatteLønn til ansatte føres på denne kontoen. Her føres både timeslønn og fastlønn ved bruk av standard lønnsart.Les mer om lønnskostnad.Eksempler:Fastlønn, timelønn, provisjon, bonus."
50Lønn til ansatte,5020,Feriepenger,5020 - FeriepengerHer føres kostnad på feriepenger når de opptjenes gjennom året . Motkontoen blir2940- Skyldige feriepenger som da utbetales neste år. Kostnaden oppstår i regnskapet når de opptjenes og ikke når de utbetales.
50Lønn til ansatte,5090,"Påløpt, ikke utbetalt lønn","5090 - Påløpt, ikke utbetalt lønnDette er en konto for avsetning av lønnskostnader der kostnaden er oppstått, der lønnen ikke er utbetalt. Dette gjelder eksempelvis når alle timer for en måned utbetales måneden etter at de er opptjent, slik at du får riktig lønnskostnad i riktig periode."
50Lønn til ansatte,5095,Periodisering av lønn,"5095 - Periodisering av lønnLønnskostnader som ennå ikke er bokført i perioden, ofte ved årsskifte eller etterbetaling av lønn."
50Lønn til ansatte,5096,Periodisering av feriepenger,"5096 - Periodisering av feriepengerFeriepenger som ennå ikke er bokført i perioden, ofte ved årsskifte eller etterbetaling av lønn."
50Lønn til ansatte,5099,Andre lønnsperiodiseringer,"5099 - Andre lønnsperiodiseringerAndre lønnsperiodiseringer som ennå ikke er bokført i perioden, ofte ved årsskifte.Eksempel:Erstatning ved oppsigelse og skattefunn."
52Fordel i arbeidsforhold,5200,Fri bil,5200 - Fri bilAnsatte som får bil til sin disposisjon av arbeidsgiver. Dette kalles fri bil og man kan bruke bilen både privat og i jobb. Dette er en skattepliktig gode/fordel.
52Fordel i arbeidsforhold,5210,Fri telefon,"5210 - Fri telefonAnsattes fordel av fri telefon og annen elektronisk kommunikasjon føres her.Eksempler:Telefon, mobil, mobiltelefon, smarttelefon, firmatelefon."
52Fordel i arbeidsforhold,5220,Fri avis,"5220 - Fri avisBetaler arbeidsgiver for avisabonnement som ikke er ""nødvendig"" ifht. arbeid kalles dette for fri avis. Dette anses som en skattepliktig gode/fordel den ansatte må skatte av."
52Fordel i arbeidsforhold,5230,Fri kost losji og bolig,5230 - Fri kost losji og boligGrunnlag innberetning av fri losji og bolig i tjeneste bokføres her.Eksempel:Fri bolig som arbeidsgiver betaler for arbeidstaker.
52Fordel i arbeidsforhold,5240,Rentefordel,"5240 - RentefordelDersom det blir gitt lån i arbeidsforhold og renten i avtalen er lavere enn markedsrente, skal mottaker av lånet skattlegges og innrapporteres for forskjellen mellom markedsrente og den avtalte renten."
52Fordel i arbeidsforhold,5251,Gruppelivsforsikring AGA opplysningspliktig,"5251 - Gruppelivsforsikring AGA opplysningspliktigBetaler arbeidsgiver forsikring (gruppelivsforsikring) som både gjelder privat og i jobb er dette en skattepliktig fordel. Dette er da opplysningspliktig, det skal beregnes skatt og arbeidsgiveravgift av dette.Motkontoen er alltid konto 5290 -Motkonto for gruppe 52. Med gruppe mener vi alle kontoene som starter på 52xx. Summen av disse kontoene skal stemme med summen på konto 5290 på slutten av året. Dette blir da avstemmingskontoen for alt som innberettes av skattepliktige naturalytelser. Dette kan virke komplisert og det blir ofte gjort i etlønnssystem.Eksempler:Helseforsikring, behandlingsforsikring, reiseforsikring, IF forsikring, Trygg forsikring, Frende, Fremtind, Storebrand, Gjensidige, DNB forsikring, Codan forsikring, KLP Bedriftsforsikring"
52Fordel i arbeidsforhold,5252,Ulykkesforsikring AGA opplysningspliktig,"5252 - Ulykkesforsikring AGA opplysningspliktigAnsattes fordel ved privat ulykkesforsikring som arbeidsgiveren dekker føres her. Dette er opplysningspliktig, og det beregnes arbeidsgiveravgift av dette.Motkontoen er alltid konto 5290 -Motkonto for gruppe 52. Med gruppe mener vi alle kontoene som starter på 52xx. Summen av disse kontoene skal stemme med summen på konto 5290 på slutten av året. Dette blir da avstemmingskontoen for alt som innberettes av skattepliktige naturalytelser. Dette kan virke komplisert og det blir ofte gjort i etlønnssystem.Kontakt oss om du trenger et lønnssystem.Eksempler:IF forsikring, Trygg forsikring, Frende, Fremtind, Storebrand, Gjensidige, DNB forsikring, Codan forsikring, KLP Bedriftsforsikring"
52Fordel i arbeidsforhold,5280,Annen fordel i arbeidsforhold,"5280 - Annen fordel i arbeidsforholdVerdien for den ansatte av å få dekket andre utgifter/fordeler av selskapet, altså som ikke passer inn i annen konto i 52xx-serien.For eksempel:Skattepliktig bruk av firmahytte, firmabåt osv."
52Fordel i arbeidsforhold,5281,Annen fordel i arbeidsforhold opplysningspliktig ikke AGA,5281 - Annen fordel i arbeidsforhold opplysningspliktig ikke AGAGrunnlag for arbeidsgiveravgift på andre skattpliktige naturalytelser i arbeidsforholdet føres her.
52Fordel i arbeidsforhold,5290,Motkonto for gruppe 52,"5290 - Motkonto for gruppe 52Motkontoen til 52xx-kontoene.Konto ""5290 - Motkonto for gruppe 52"". Med gruppe mener vi alle kontoene som starter på 52xx. Summen av disse kontoene skal stemme med summen på konto 5290 på slutten av året. Dette blir da avstemmingskontoen for alt som innberettes av skattepliktige naturalytelser. Dette kan virke/er komplisert og det blir ofte gjort i et lønnssystem."
53Annen oppgavepliktig godtgjørelse,5330,Godtgjørelse til styre- og bedriftsforsamling,"5330 - Godtgjørelse til styre- og bedriftsforsamlingGodtgjørelse /honorar/lønn til styret og bedriftsforsamling føres her. Styrehonorar behandles som vanlig lønn, og er ikke næringsinntekt for mottakeren.Eksempler:Honorar, godtgjørelse, styrehonorar, bedriftsforsamling."
53Annen oppgavepliktig godtgjørelse,5390,Annen oppgavepliktig godtgjørelse,5390 - Annen oppgavepliktig godtgjørelseAnnen oppgavepliktig godtgjørelse som ikke har en egen konto i 53xx gruppen.
53Annen oppgavepliktig godtgjørelse,5395,Annen oppgavepliktig godtgjørelse trekkfri,"5395 - Annen oppgavepliktig godtgjørelse trekkfriInnberetning av skattefrie goder føres her.Eksempler:Godtgjørelse, oppgavepliktig, skattefri godtgjørelse."
54Arbeidsgiveravgift og pensjonskostnad,5400,Arbeidsgiveravgift,"5400 - ArbeidsgiveravgiftArbeidsgiveravgift som skal beregnes av all lønn, ytelser og goder når lønnen blir utbetalt blir ført her. Alle kommuner i Norge er satt opp med en sats for arbeidsgiveravgift fra 14,1% (Eks. Oslo) til 0% (Eks. Finnmark). Motkontoen til denne kontoen er2770Skyldig arbeidsgiveravgift."
54Arbeidsgiveravgift og pensjonskostnad,5401,Arbeidsgiveravgift av opptjente feriepenger,5401 - Arbeidsgiveravgift av opptjente feriepenger
54Arbeidsgiveravgift og pensjonskostnad,5405,Arbeidsgiveravgift av andre påløpte lønnskostnader,5405 - Arbeidsgiveravgift av andre påløpte lønnskostnader
54Arbeidsgiveravgift og pensjonskostnad,5420,Innberetningspliktig pensjonskostnad,5420 - Innberetningspliktig pensjonskostnad
54Arbeidsgiveravgift og pensjonskostnad,5430,Finansskatt av lønn,5430 - Finansskatt av lønn
54Arbeidsgiveravgift og pensjonskostnad,5430,Finansskatt av lønn,5430 - Finansskatt av lønn
54Arbeidsgiveravgift og pensjonskostnad,5431,Finansskatt av påløpt ferielønn,5431 - Finansskatt av påløpt ferielønn
54Arbeidsgiveravgift og pensjonskostnad,5495,Periodisering av arbeidsgiveravgift,5495 - Periodisering av arbeidsgiveravgiftHjelpekontoer ved periodisering av lønn.
54Arbeidsgiveravgift og pensjonskostnad,5496,Periodisering av arbeidsgiveravgift av opptjente feriepenger,5496 - Periodisering av arbeidsgiveravgift av opptjente feriepengerHjelpekontoer ved periodisering av opptjente feriepenger.
55Sosiale kostnader,5500,Annen kostnadsgodtgjørelse,"5500 - Annen kostnadsgodtgjørelseGodtgjørelser til ansatte som ikke er ordinær lønn, som diett, reise eller andre utgifter."
55Sosiale kostnader,5510,Trekkpliktig del reise,5510 - Trekkpliktig del reiseTrekkpliktige deler av reisekostnader som refunderes ansatte.
56Arbeidsgodtgjørelse til eiere o.l.,5600,Arbeidsgodtgjørelse til eiere i ANS o.l.,5600 - Arbeidsgodtgjørelse til eiere i ANS o.l.Arbeidsgodtgjørelse til eiere i ansvarlige selskaper (ANS/DA) som ikke utbetales som ordinær lønn.
57Offentlig tilskudd vedrørende arbeidskraft,5700,Lærlingtilskudd,5700 - LærlingtilskuddMottatte tilskudd til lærlinger.
57Offentlig tilskudd vedrørende arbeidskraft,5720,Annet lønnstilskudd,"5720 - Annet lønnstilskuddHer føres andre tilskudd som foretaket får til å dekke lønn og andre kostnader til ansatte. Tilskudd kan komme fra offentlige institusjoner, eksempelvis NAV."
58Offentlig refusjon vedrørende arbeidskraft,5800,Refusjon av sykepenger,"5800 - Refusjon av sykepengerRefusjon av sykepenger og refunderte ytelser fra NAV, der hvor arbeidsgiver forskutterer sykepenger, permisjonspenger osv. kan føres her.Beløpet som blir bokført på denne kontoen skal også legges inn i lønnssystemet på Refunderte ytelser fra NAV slik at det blir beregnet negativ arbeidsgiveravgift. Føres via refusjon av sykepenger under lønn -> pensjon/sykepenger"
58Offentlig refusjon vedrørende arbeidskraft,5820,Refusjon av arbeidsgiveravgift,5820 - Refusjon av arbeidsgiveravgiftRefusjon av arbeidsgiveravgift på opptjente feriepenger av sykepenger utbetalt fra NAV.
59Annen personalkostnad,5900,Gaver til ansatte fradragsberettige,"5900 - Gaver til ansatte fradragsberettigeSkattefriegaver til ansatte. Også kjent som naturalytelser eller frynsegoder.For å kunne gi gaven skattefritt må det være en generell ordning i bedriften. Det er ikke lov å gi gaven i form av kontanter. Et gavekort som ikke kan omgjøres til kontanter vil imidlertid bli godtatt. Det er også beløpsgrenser for gaver ved spesielle anledninger.Les mer om satsene påAltinn sine sider.EksemplerJubileumsgaver for eksempel ved lang tjeneste eller jubileum i bedriften. Bryllupsgaver, bursdagsgave, velkomstgave, gavekort, gullklokke, vinflaske, julekurv, kinobilletter, julegave, blomster eller gave ved pensjon."
59Annen personalkostnad,5905,Gaver til ansatte ikke fradragsberettige,"5905 - Gaver til ansatte ikke fradragsberettigeSkattepliktigegaver til ansatte.I utgangspunktet er gaver til ansatte skattepliktige, men det finnes noen unntak.Les mer om satsene påAltinn sine sider."
59Annen personalkostnad,5910,Kantinekostnader,"5910 - KantinekostnaderKostnader relatert til kantine og felles mat til ansatte, som innkjøp av mat og drikke.EksemplerKaffe, juice, frukt, innkjøp av varer eller kostnader for å tilberede lunsj eller annen mat til ansatte."
59Annen personalkostnad,5912,Middag ved overtid,"5912 - Middag ved overtidUtgifter til overtidsmat til ansatte.Dette gjelder når de ansatte har arbeidet sammenhengende over 10 timer.Eksempler: Pizza, middag, kaffe, restaurant, kafé, takeaway.Her kan du lese mer omovertidsmat og hvilke regler som gjelder."
59Annen personalkostnad,5920,Yrkesskadeforsikring,"5920 - YrkesskadeforsikringForsikringskostnader ved forsikringer på ansatte.Eksempler:Forsikring ved yrkesskade. IF forsikring, Trygg forsikring, Frende, Fremtind, Storebrand, Gjensidige, DNB forsikring, Codan forsikring, KLP Bedriftsforsikring"
59Annen personalkostnad,5930,Andre forsikringer,5930 - Andre forsikringerKostnader knyttet til forsikringer som ikke er direkte knyttet til ansatte eller bygninger (f.eks. bedriftsforsikring).
59Annen personalkostnad,5941,Ukjent (avhengig av bedriftens bruk),"5941 - Ukjent (avhengig av bedriftens bruk)Forsikringskostnader, tilpasses bedriftens spesifikasjoner."
59Annen personalkostnad,5942,Ukjent (avhengig av bedriftens bruk),"5942 - Ukjent (avhengig av bedriftens bruk)Forsikringskostnader, tilpasses bedriftens spesifikasjoner."
59Annen personalkostnad,5945,Pensjonsforsikring for ansatte,"5945 - Pensjonsforsikring for ansattePensjonsforsikring for ansatte.Eksempler:IF forsikring, Trygg forsikring, Frende, Fremtind, Storebrand, Gjensidige, DNB forsikring, Codan forsikring, KLP Bedriftsforsikring"
59Annen personalkostnad,5990,Annen personalkostnad,"5990 - Annen personalkostnadAndre personalkostnader som ikke har egen konto. Kan være kostnader i forbindelse med velferdstiltak på arbeidsplassen, i forbindelse med ansettelser, eller ansattes private kostnader som dekkes av bedriften.EksemplerSosiale arrangementer for ansatte (som sommerfest, julebord og hyttetur), helsetjenester for ansatte, bedriftsidrett, trening, treningsutstyr, munnbind, kaffe på kontoret, headhunter for nye ansettelser, eller andre skattefrie goder."
60Av- og nedskrivning,6000,Avskrivninger bygninger og annen fast eiendom,6000 - Avskrivninger bygninger og annen fast eiendomAvskrivninger for bygninger og fast eiendom. Merk deg at bygninger og eiendom avskrives med 10% per år.Når du skal gjøre dette fører du konto 6000 til debet (kostnad) og kredit 11xx (reduksjon av regnskapsmessig verdi).Les mer om avskrivning.
60Av- og nedskrivning,6010,Avskrivninger på transportmidler,"6010 - Avskrivninger på transportmidlerAvskrivninger for transportmidler, maskiner og inventar. Det vil si biler, innredning, og maskiner av stor verdi. Innkjøp/investeringer på over kr 30.000 og som har en levetid på over 3 år (anleggsmidler) skal aktiveres i balansen, det vil si at den føres inn som en eiendel på en 1xxx-konto. Når du skal gjennomføre avskrivninger fører du konto 6010 til debet (kostnad) og kredit 1xxx (reduksjon av regnskapsmessig verdi).PS: Nedre grense for å kostnadsføreanleggsmidlerøkte fra kr 15.000 til kr 30.000 fra 01.01.2024."
60Av- og nedskrivning,6015,Avskrivning på maskiner,"6015 - Avskrivning på maskinerÅrets regnskapsmessige avskrivninger på maskiner (anleggsmaskiner, produksjonsmaskiner, kontormaskiner mv.)"
60Av- og nedskrivning,6017,Avskrivning på inventar,6017 - Avskrivning på inventarÅrets regnskapsmessige avskrivninger på inventar og utstyr.
60Av- og nedskrivning,6020,Avskrivninger på immaterielle eiendeler,"6020 - Avskrivninger på immaterielle eiendelerAvskrivninger for immaterielle eiendeler. Immaterielle eiendeler er verdier i selskapet som ikke er fysiske gjenstander man kan ta på, som for eksempel forskning og utvikling, varemerker, forretningsnavn og patenter.Immaterielle eiendeler handler altså om at det finnes verdier i en bedrift utenom konkrete fysiske ting man kan ta på som bygninger og maskiner. Selv om disse eiendelene ikke er fysiske, har de en verdi og er derfor en viktig del av bedriftens eiendeler. For eksempel når du skal gjennomføre avskrivninger av goodwill fører du konto 6020 til debet (kostnad) og kredit1080(reduksjon av regnskapsmessig verdi).Les mer omimmaterielle eiendeler."
60Av- og nedskrivning,6050,Nedskrivning på varige driftsmidler og immaterielle eiendeler,"6050 - Nedskrivning på varige driftsmidler og immaterielle eiendelerNedskrivning av varige driftsmidler og immaterielle eiendeler føres her.Eksempler:Tomter, bygninger, maksiner, fly, skip."
61Frakt og transportkostnad vedrørende salg,6100,Frakt transport og forsikring,"6100 - Frakt transport og forsikringKontoen skal benyttes for frakt-, transportkostnader og forsikringer i forbindelse med transport av varer til kunder. Fraktkostnader i forbindelse med varekjøp føres på en 4xxx-konto.Eksempler:Bring, Posten, PostNord, levering, budbil."
61Frakt og transportkostnad vedrørende salg,6110,Toll og spedisjonskostnader,"6110 - Toll og spedisjonskostnaderNår du selger en vare og benytter deg av en tredjepart for transport og frakt av varen føres kostnadene på denne kontoen. Toll og spedisjonskostnader forekommer ofte når man selger varer utenfor landegrensene våre.Eksempler:Porto, Bring, Posten, PostNord, Levering, toll, spedisjon, fortollingsgebyrer, tollbehandlingsgebyrer, tollgebyr, tollklareringsgebyrer, tollkostnader, omkostning, innførsel."
"62Energi, brensel og vann vedrørende produksjon",6200,Elektrisitet,6200 - ElektrisitetOm du har store produksjonslokaler kan du få egen regning på bruk av elektrisitet tilknyttet produksjonen. Regningen kan da føres på denne kontoen.Vanlig strømregning som ikke gjelder produksjon føres på konto6340. Mange ønsker ikke å splitte ut dette da man gjerne deler areal med produksjon og kontor. Da føres som regel hele regningen på konto6340.EksemplerRegning på strøm til produksjonsutstyr.
"62Energi, brensel og vann vedrørende produksjon",6210,Gass,"6210 - GassKostnader for gass til oppvarming, drift eller produksjon."
"62Energi, brensel og vann vedrørende produksjon",6220,Fyringsolje,"6220 - FyringsoljeKostnader for fyringsolje brukt i drift, oppvarming eller produksjon."
"62Energi, brensel og vann vedrørende produksjon",6230,"Kull, koks","6230 - Kull, koksKostnader for kull eller koks brukt i drift, oppvarming eller produksjon."
"62Energi, brensel og vann vedrørende produksjon",6240,Ved,6240 - Ved
"62Energi, brensel og vann vedrørende produksjon",6250,Bensin dieselolje,"6250 - Bensin dieseloljeHer fører du bensin og diesel som brukes til produksjon. Bensin og diesel som brukes internt til egne transportmidler føres på konto 7000. Det er ikke mva-fradrag for personbiler, kun yrkesbiler (grønne skilter)."
"62Energi, brensel og vann vedrørende produksjon",6260,Vann,6260 - VannHer fører du kostnader til vann som brukes til produksjon. Vannavgift som har å gjøre med næringslokaler/kontor føres på konto6320.
"62Energi, brensel og vann vedrørende produksjon",6290,Annen brensel,"6290 - Annen brenselBenytter du noe annet enn strøm/drivstoff som eks. ved, gass, parafin for å produsere varer kan du føre dette mot denne kontoen. Brukes disse alternative energikildene til oppvarming kan du føre dette på en egen konto i 634x-serien. Opprett da en egen konto slik at du kan se hvor mye du bruker av de ulike energikildene.EksemplerVed til vedfyrt pizzaovn. Propan til gassesse."
63Kostnad lokaler,6300,Leie lokaler,"6300 - Leie lokalerHer fører du leie av lokale. Dette kan være husleie for kontoret, butikken eller for næringsbygget ditt.Mange bedrifter får en faktura på husleie som gjelder for flere måneder, f.eks. 6 måneder eller 12 måneder. For å få et korrekt kostnadsbilde i bedriften er det fordelaktig å periodisere denne slik at du fordeler kostnaden på de månedene den gjelder.Eksempler: Leie av eiendom, lokaler, næringsbygg, showroom, butikk, kontor, garasje, lager, forretningslokaler, parkeringsplasser, fellesutgifter, felleskostnader"
